user_id,age,country,subscription,primary_device,signup_date
U00190,18,Colombia,Basic,Mobile,2026-09-20
U00191,36,Peru,Standard,Mobile,2023-08-11
U00192,34,Spain,Premium,SmartTV,2024-11-21
U00193,23,Mexico,Standard,SmartTV,2026-10-09
U00194,32,Colombia,Basic,Mobile,2024-01-17
U00195,40,Ecuador,Standard,Mobile,2024-02-14
U00196,35,Spain,Basic,Tablet,2023-08-05
U00197,18,Mexico,Premium,Mobile,2024-05-25
U00198,32,United States,Premium,Desktop,2024-09-07
U00199,29,Peru,Premium,SmartTV,2025-12-26
U00200,37,Peru,Standard,Mobile,2024-09-01
U00201,36,Colombia,Standard,Mobile,2025-10-12
U00202,30,Chile,Standard,Mobile,2025-01-08
U00203,30,Colombia,Premium,Tablet,2023-02-10
U00204,36,Ecuador,Basic,SmartTV,2025-02-11
U00205,47,Colombia,Standard,SmartTV,2023-07-13
U00206,38,Colombia,Premium,Tablet,2025-10-04
U00207,52,Spain,Premium,SmartTV,2025-06-19
U00208,49,Colombia,Standard,Desktop,2024-02-27
U00209,53,Chile,Standard,SmartTV,2026-04-09
U00210,51,Mexico,Basic,SmartTV,2023-03-09
U00211,54,Ecuador,Standard,Desktop,2023-07-15
U00212,21,Chile,Basic,SmartTV,2026-02-24
U00213,43,Spain,Standard,Mobile,2024-10-12
U00214,50,Mexico,Standard,Mobile,2023-01-15
U00215,52,Chile,Premium,Desktop,2023-10-26
U00216,26,Spain,Premium,Mobile,2026-10-06
U00217,43,United States,Premium,Tablet,2025-01-16
U00218,36,Spain,Premium,SmartTV,2026-10-13
U00219,57,Peru,Standard,Mobile,2023-02-18
U00220,18,Mexico,Basic,SmartTV,2023-09-16
U00221,26,Chile,Standard,SmartTV,2023-04-19
U00222,18,Colombia,Standard,SmartTV,2026-05-03
U00223,37,Peru,Standard,SmartTV,2024-05-20
U00224,62,Spain,Standard,SmartTV,2023-03-16
U00225,34,Colombia,Premium,Mobile,2025-12-10
U00226,36,United States,Standard,SmartTV,2026-03-14
U00227,42,United States,Standard,SmartTV,2025-09-04
U00228,34,Colombia,Premium,SmartTV,2023-01-02
U00229,39,Ecuador,Standard,Tablet,2026-05-24
U00230,40,United States,Standard,Tablet,2026-09-06
U00231,25,Ecuador,Standard,Mobile,2024-08-22
U00232,34,Argentina,Standard,SmartTV,2025-10-04
U00233,44,Ecuador,Basic,SmartTV,2026-01-05
U00234,46,Colombia,Standard,Desktop,2023-09-25
U00235,51,Colombia,Premium,Tablet,2024-06-11
U00236,39,Colombia,Basic,Tablet,2025-11-27
U00237,39,United States,Standard,SmartTV,2023-04-21
U00238,44,Ecuador,Standard,Mobile,2024-04-04
U00239,28,Ecuador,Standard,Mobile,2024-05-15
U00240,27,Mexico,Premium,Tablet,2023-11-11
U00241,34,United States,Standard,Tablet,2025-07-16
U00242,20,Peru,Premium,Desktop,2025-03-23
U00243,40,Argentina,Premium,Desktop,2024-05-12
U00244,48,Ecuador,Standard,SmartTV,2024-02-16
U00245,26,Spain,Premium,Mobile,2023-11-09
U00246,40,Argentina,Premium,SmartTV,2023-05-11
U00247,27,United States,Premium,Tablet,2026-04-16
U00248,23,Mexico,Standard,Desktop,2024-08-16
U00249,60,United States,Basic,SmartTV,2025-02-12
U00250,23,Peru,Basic,SmartTV,2024-01-19
U00251,20,Argentina,Standard,Desktop,2023-01-15
U00252,38,Argentina,Standard,SmartTV,2024-09-21
U00253,38,Colombia,Standard,SmartTV,2026-11-22
U00254,43,United States,Standard,SmartTV,2024-08-05
U00255,59,Argentina,Premium,SmartTV,2025-07-23
U00256,26,Spain,Basic,Tablet,2026-12-23
U00257,28,Peru,Premium,Mobile,2023-04-20
U00258,54,Spain,Basic,Tablet,2026-09-19
U00259,46,Colombia,Standard,SmartTV,2025-02-14
U00260,45,United States,Premium,Desktop,2025-08-08
U00261,28,Ecuador,Basic,Mobile,2023-04-23
U00262,49,Mexico,Basic,Desktop,2026-12-24
U00263,45,Ecuador,Premium,SmartTV,2024-01-03
U00264,37,Argentina,Premium,Tablet,2023-01-23
U00265,28,Peru,Premium,SmartTV,2025-08-27
U00266,36,Spain,Basic,Mobile,2024-04-15
U00267,55,Spain,Standard,Desktop,2026-07-07
U00268,22,Peru,Basic,SmartTV,2026-07-16
U00269,25,Spain,Basic,Tablet,2023-03-01
U00270,27,Mexico,Premium,SmartTV,2026-06-18
U00271,30,Peru,Basic,Mobile,2025-08-22
U00272,35,Peru,Standard,Mobile,2024-05-22
U00273,47,Colombia,Basic,Mobile,2026-03-05
U00274,41,Ecuador,Standard,SmartTV,2025-09-09
U00275,36,Chile,Basic,Mobile,2024-06-12
U00276,38,Chile,Basic,Mobile,2026-10-01
U00277,42,Peru,Basic,SmartTV,2024-08-19
U00278,18,United States,Premium,SmartTV,2023-04-22
U00279,48,Ecuador,Standard,Tablet,2026-08-03
U00280,25,Spain,Standard,SmartTV,2023-04-27
U00281,30,Spain,Standard,Desktop,2023-07-03
U00282,39,Argentina,Standard,Mobile,2026-04-25
U00283,34,Chile,Standard,SmartTV,2025-09-15
U00284,41,Colombia,Standard,SmartTV,2026-06-18
U00285,37,Spain,Standard,SmartTV,2025-05-23
U00286,32,Argentina,Premium,Tablet,2025-07-14
U00287,53,Spain,Premium,SmartTV,2024-01-14
U00288,43,Colombia,Premium,SmartTV,2024-10-10
U00289,39,Mexico,Standard,Mobile,2024-03-22
U00290,43,Peru,Basic,Desktop,2024-10-01
U00291,27,Mexico,Basic,SmartTV,2023-05-07
U00292,61,Argentina,Basic,Desktop,2026-06-13
U00293,22,Ecuador,Standard,SmartTV,2023-10-22
U00294,36,Ecuador,Standard,SmartTV,2023-10-05
U00295,32,Ecuador,Standard,Mobile,2026-10-15
U00296,31,Ecuador,Standard,SmartTV,2025-09-23
U00297,30,Colombia,Standard,SmartTV,2026-10-02
U00298,26,Ecuador,Premium,Mobile,2026-02-20
U00299,49,Peru,Basic,SmartTV,2023-07-26
U00300,21,Mexico,Basic,SmartTV,2024-01-24
U00301,47,Spain,Standard,SmartTV,2025-08-15
U00302,43,Peru,Standard,Desktop,2023-02-25
U00303,30,Ecuador,Standard,SmartTV,2025-05-01
U00304,41,Argentina,Premium,SmartTV,2023-11-21
U00305,33,Peru,Basic,Mobile,2023-11-17
U00306,22,Colombia,Standard,Mobile,2025-05-08
U00307,22,Chile,Premium,SmartTV,2025-08-07
U00308,43,United States,Standard,Mobile,2026-07-24
U00309,42,Peru,Standard,Tablet,2023-04-15
U00310,38,United States,Basic,Mobile,2024-04-26
U00311,30,Colombia,Standard,SmartTV,2024-01-16
U00312,33,Ecuador,Basic,Tablet,2026-03-05
U00313,31,Ecuador,Standard,Desktop,2025-01-03
U00314,18,Argentina,Standard,SmartTV,2025-03-10
U00315,36,Chile,Premium,Mobile,2026-06-12
U00316,41,Mexico,Standard,SmartTV,2023-01-23
U00317,36,United States,Basic,Tablet,2026-03-19
U00318,56,Chile,Premium,Tablet,2025-09-08
U00319,23,Ecuador,Standard,SmartTV,2025-06-02
U00320,27,Argentina,Standard,SmartTV,2023-12-26
U00321,37,Colombia,Standard,SmartTV,2025-08-07
U00322,38,Mexico,Premium,Desktop,2023-03-26
U00323,18,Spain,Premium,SmartTV,2023-02-07
U00324,42,Chile,Basic,Mobile,2023-07-01
U00325,38,Colombia,Standard,Tablet,2024-12-27
U00326,18,Mexico,Standard,Tablet,2024-07-14
U00327,34,Ecuador,Standard,SmartTV,2025-11-15
U00328,25,Colombia,Standard,Desktop,2025-09-18
U00329,30,Chile,Standard,Tablet,2025-05-18
U00330,19,Colombia,Standard,Mobile,2026-07-20
U00331,40,Ecuador,Basic,SmartTV,2026-10-04
U00332,56,Mexico,Premium,SmartTV,2025-11-20
U00333,38,Peru,Standard,Desktop,2023-11-24
U00334,18,Peru,Standard,Mobile,2024-06-07
U00335,38,United States,Premium,Desktop,2026-03-07
U00336,33,Ecuador,Premium,Tablet,2024-06-10
U00337,22,Ecuador,Premium,SmartTV,2026-12-13
U00338,39,Spain,Standard,SmartTV,2025-03-22
U00339,46,Ecuador,Basic,SmartTV,2025-09-26
U00340,27,United States,Basic,SmartTV,2026-07-11
U00341,18,Mexico,Premium,SmartTV,2026-03-15
U00342,18,Chile,Premium,SmartTV,2023-08-08
U00343,27,Colombia,Standard,Tablet,2025-01-05
U00344,33,Peru,Standard,Mobile,2025-02-10
U00345,29,Spain,Standard,Tablet,2024-04-01
U00346,27,Ecuador,Standard,Tablet,2026-08-10
U00347,42,Argentina,Basic,SmartTV,2023-03-12
U00348,41,Spain,Standard,Tablet,2024-12-18
U00349,37,Argentina,Standard,Tablet,2024-07-02
U00350,45,Ecuador,Premium,Mobile,2026-05-13
U00351,27,Argentina,Standard,Mobile,2023-04-21
U00352,22,Argentina,Standard,SmartTV,2025-10-18
U00353,29,Ecuador,Basic,SmartTV,2024-01-12
U00354,28,United States,Basic,Mobile,2024-10-02
U00355,18,Ecuador,Basic,SmartTV,2023-05-27
U00356,28,United States,Standard,SmartTV,2025-08-12
U00357,48,Ecuador,Standard,SmartTV,2023-01-21
U00358,45,Colombia,Standard,Mobile,2023-11-05
U00359,41,Mexico,Standard,Mobile,2023-03-20
U00360,37,Ecuador,Standard,SmartTV,2025-11-02
U00361,52,Colombia,Standard,Mobile,2023-12-18
U00362,22,Ecuador,Premium,SmartTV,2025-05-19
U00363,23,Spain,Basic,SmartTV,2023-11-20
U00364,48,Ecuador,Standard,Tablet,2026-03-17
U00365,35,Mexico,Basic,Tablet,2023-08-19
U00366,27,Mexico,Basic,Tablet,2024-10-02
U00367,42,Chile,Standard,SmartTV,2024-08-25
U00368,30,Peru,Premium,Mobile,2024-10-24
U00369,25,Colombia,Standard,Desktop,2024-04-14
U00370,25,United States,Standard,SmartTV,2023-12-18
U00371,39,Spain,Basic,Mobile,2023-01-13
U00372,37,United States,Basic,Mobile,2023-09-11
U00373,53,Argentina,Premium,Desktop,2024-03-01
U00374,32,Spain,Standard,Desktop,2023-07-27
U00375,31,United States,Standard,SmartTV,2023-03-09
U00376,52,Chile,Premium,Tablet,2024-12-11
U00377,47,United States,Standard,Desktop,2025-02-07
U00378,37,Ecuador,Basic,Mobile,2024-01-18
U00379,18,Ecuador,Standard,SmartTV,2024-08-26
U00380,25,Chile,Standard,Desktop,2026-05-04
U00381,22,Chile,Standard,Tablet,2024-04-06
U00382,35,Peru,Standard,SmartTV,2023-08-14
U00383,29,Chile,Standard,Desktop,2025-11-12
U00384,54,Chile,Standard,SmartTV,2023-05-08
U00385,18,Spain,Standard,SmartTV,2026-05-25
U00386,21,Peru,Basic,SmartTV,2023-06-18
U00387,38,Colombia,Standard,Mobile,2024-06-19
U00388,41,Argentina,Standard,Desktop,2025-03-25
U00389,18,Mexico,Standard,Mobile,2023-01-10
U00390,18,Spain,Premium,SmartTV,2026-06-05
U00391,32,Colombia,Standard,Mobile,2023-06-20
U00392,51,Ecuador,Standard,Mobile,2025-03-19
U00393,58,United States,Standard,SmartTV,2025-09-19
U00394,30,Ecuador,Standard,SmartTV,2023-05-17
U00395,33,Mexico,Basic,Desktop,2025-04-24
U00396,25,Colombia,Standard,Tablet,2023-09-04
U00397,43,Peru,Standard,SmartTV,2026-10-07
U00398,53,Spain,Basic,Tablet,2023-02-23
U00399,50,Peru,Premium,Desktop,2024-07-09
U00400,35,Ecuador,Standard,SmartTV,2023-09-01
U00401,25,Argentina,Standard,SmartTV,2026-07-14
U00402,35,Ecuador,Standard,SmartTV,2023-06-10
U00403,52,Colombia,Standard,Mobile,2023-03-04
U00404,30,Chile,Standard,Mobile,2023-03-15
U00405,18,Peru,Basic,Tablet,2023-09-10
U00406,31,Mexico,Premium,SmartTV,2024-02-12
U00407,32,Peru,Standard,Mobile,2023-07-02
U00408,18,Peru,Standard,Mobile,2023-03-10
U00409,38,Peru,Standard,Mobile,2025-06-04
U00410,41,United States,Standard,SmartTV,2026-02-20
U00411,57,Ecuador,Premium,Mobile,2023-09-01
U00412,19,United States,Standard,SmartTV,2023-08-02
U00413,44,Peru,Premium,Mobile,2024-12-02
U00414,47,Peru,Standard,SmartTV,2026-04-14
U00415,41,Argentina,Premium,Tablet,2025-04-21
U00416,23,Peru,Premium,Mobile,2024-06-25
U00417,22,Mexico,Premium,Tablet,2026-09-10
U00418,36,United States,Premium,Tablet,2023-12-10
U00419,36,Spain,Standard,SmartTV,2023-01-15
U00420,28,Chile,Standard,Desktop,2024-09-13
U00421,50,Argentina,Basic,SmartTV,2025-01-08
U00422,30,Peru,Standard,Desktop,2024-10-10
U00423,18,Argentina,Standard,Tablet,2026-10-18
U00424,32,Ecuador,Basic,SmartTV,2023-09-18
U00425,41,Ecuador,Standard,SmartTV,2023-09-20
U00426,39,Chile,Basic,SmartTV,2025-09-11
U00427,39,Colombia,Standard,Desktop,2025-10-24
U00428,53,Argentina,Standard,SmartTV,2025-10-15
U00429,22,Ecuador,Premium,Tablet,2025-06-12
U00430,30,Ecuador,Basic,Desktop,2026-03-23
U00431,54,Mexico,Basic,Desktop,2023-11-07
U00432,18,Chile,Standard,Tablet,2023-06-05
U00433,34,United States,Standard,Desktop,2024-03-06
U00434,50,Colombia,Basic,Tablet,2025-01-03
U00435,50,Ecuador,Standard,Mobile,2023-02-18
U00436,43,Ecuador,Premium,SmartTV,2024-09-12
U00437,43,Peru,Standard,SmartTV,2026-12-27
U00438,23,Ecuador,Basic,Mobile,2025-08-03
U00439,51,Argentina,Basic,Mobile,2023-04-27
U00440,21,Ecuador,Standard,Desktop,2025-06-21
U00441,21,United States,Standard,SmartTV,2025-01-05
U00442,40,Chile,Premium,Desktop,2024-02-22
U00443,29,Mexico,Basic,Desktop,2026-01-07
U00444,37,Ecuador,Standard,SmartTV,2025-05-05
U00445,40,Ecuador,Premium,Tablet,2026-02-07
U00446,56,Peru,Basic,Mobile,2025-02-07
U00447,40,Chile,Premium,SmartTV,2025-01-18
U00448,28,Mexico,Standard,Tablet,2024-11-23
U00449,43,Colombia,Standard,SmartTV,2026-03-24
U00450,25,Colombia,Standard,Tablet,2024-07-21
U00451,46,United States,Premium,SmartTV,2025-05-17
U00452,36,Colombia,Premium,SmartTV,2024-08-17
U00453,40,Ecuador,Basic,SmartTV,2023-04-12
U00454,18,Peru,Standard,Mobile,2023-12-08
U00455,18,Colombia,Basic,SmartTV,2023-12-06
U00456,18,Peru,Standard,SmartTV,2026-03-15
U00457,56,Mexico,Standard,Mobile,2023-01-22
U00458,21,Mexico,Standard,SmartTV,2026-12-24
U00459,44,Mexico,Standard,SmartTV,2026-05-27
U00460,27,Ecuador,Standard,Mobile,2025-01-26
U00461,32,Ecuador,Basic,SmartTV,2026-05-09
U00462,34,Spain,Basic,Mobile,2026-07-22
U00463,55,Colombia,Basic,Mobile,2025-09-25
U00464,42,Colombia,Standard,SmartTV,2024-02-11
U00465,40,Chile,Premium,Mobile,2025-10-20
U00466,51,Argentina,Standard,SmartTV,2026-08-24
U00467,27,Ecuador,Premium,Mobile,2025-07-26
U00468,48,United States,Basic,Tablet,2023-09-26
U00469,46,Colombia,Standard,Tablet,2023-08-16
U00470,46,United States,Basic,Mobile,2023-07-16
U00471,33,Colombia,Basic,Mobile,2024-05-03
U00472,30,Argentina,Standard,Desktop,2025-04-20
U00473,25,Peru,Standard,Mobile,2023-07-19
U00474,25,Spain,Standard,SmartTV,2023-05-04
U00475,24,Chile,Standard,SmartTV,2023-11-17
U00476,39,Spain,Premium,SmartTV,2025-01-17
U00477,32,Argentina,Standard,Tablet,2026-03-16
U00478,40,Mexico,Basic,SmartTV,2026-03-27
U00479,41,Colombia,Standard,SmartTV,2024-03-05
U00480,22,Colombia,Standard,SmartTV,2023-09-17
U00481,22,United States,Premium,SmartTV,2024-08-05
U00482,32,United States,Basic,SmartTV,2026-01-26
U00483,26,Ecuador,Standard,Mobile,2023-04-06
U00484,24,Colombia,Standard,Desktop,2023-10-11
U00485,55,Ecuador,Premium,Desktop,2026-05-17
U00486,18,Colombia,Basic,Mobile,2023-07-13
U00487,59,Colombia,Premium,SmartTV,2023-11-11
U00488,38,Spain,Standard,SmartTV,2024-06-18
U00489,47,Ecuador,Standard,Desktop,2024-02-24
U00490,45,United States,Premium,Tablet,2023-01-21
U00491,42,United States,Standard,Desktop,2023-10-09
U00492,55,Colombia,Basic,Tablet,2026-01-19
U00493,22,Chile,Standard,Mobile,2023-05-14
U00494,33,Chile,Standard,Desktop,2025-04-26
U00495,25,Colombia,Standard,Mobile,2025-02-01
U00496,18,Argentina,Standard,Mobile,2024-10-05
U00497,27,Mexico,Standard,Mobile,2023-04-17
U00498,57,Ecuador,Premium,SmartTV,2025-07-01
U00499,33,United States,Standard,Mobile,2026-01-20
U00500,59,Colombia,Standard,Mobile,2025-03-07
U00501,60,Ecuador,Basic,Desktop,2024-07-04
U00502,71,United States,Premium,SmartTV,2023-07-09
U00503,58,Ecuador,Basic,SmartTV,2024-11-05
U00504,63,Ecuador,Standard,Mobile,2023-06-25
U00505,39,Colombia,Standard,Mobile,2026-09-10
U00506,38,Colombia,Premium,SmartTV,2026-09-07
U00507,39,Peru,Basic,SmartTV,2024-01-22
U00508,35,Mexico,Standard,SmartTV,2024-09-07
U00509,37,Peru,Basic,SmartTV,2024-04-14
U00510,44,Mexico,Premium,Mobile,2025-09-11
U00511,29,Ecuador,Standard,SmartTV,2024-12-08
U00512,18,Peru,Standard,SmartTV,2024-12-06
U00513,39,United States,Basic,SmartTV,2026-11-21
U00514,27,Argentina,Standard,Desktop,2024-08-21
U00515,28,Argentina,Basic,SmartTV,2023-01-10
